at,userName,response,score,label
2023-07-17 06:33:00,Surya Adhiguna H,"Cara login nya ribet, udh msuk mlui email / no hp, minta kode tp kode nya gk pernah masuk, berulang2 kirim kode akhirnya terblokir otomatis harus menunggu 2 jam, dan waktu konfirmasi terlalu cepat hanya 30 detik, saran sy tambahkan waktu konfirmasi sampai 90 detik",3,Positif
2023-07-17 05:53:07,Agung Strife 7,Tokopedia ngapain sistem Lo gak ada cod dan pesanan saya selalu di batalkan oleh sistem kan gw gak bisa belanja jadinya aneh ini sampah berhenti aja lo beroperasi klo waras hapus fitur di batalkan oleh sistem nya biar bisa langsung belanja,1,Positif
2023-07-17 05:43:05,safira ira,"Udah seneng dapet potongan eh malah di batalin otomatis, harusnya kalo gabisa itu diawal sebelum di checkout.",1,Negatif
2023-07-17 04:41:03,Ayu Irawan,"Makin kesini makin parah,, minta bantuan ke tokped gak ada balesan sama sekali,, komplain Ki pihak seller gak ada balesan sama sekali,, pesanan dari tgl 12 sampe tgl 17 belum di kirim kirim,, komplain ke seller, minta bantuan ke pihak tokped gak ada balesan sama sekali,, se tidak nya klo gak bisa bantu, ada balesan satu kata dua kata juga kita hargai,, lah ini nihil zonk,,, tokped makin buruk pelayanan nya",1,Negatif
2023-07-17 04:36:11,Mentok Duks,"Saya order dibatalkan sistem terus tetapi saldo saya gak bisa di pakai buat apa"" padahal saya transaksi tanpa promo ataupun voucher",1,Negatif
2023-07-17 02:24:19,Dends Eryy,Retur ribet dan penanganan tokopedia jelek sakqli lepas tangan tidak ada tanggung jawab hanya muter2 saja ..Customer service jg cuma muter2 aja tidak ngasih solusi..hilang ongkit returku 360.000 tidak di ganti tokopedia.. kecewa tidak akan lagi deh ke tokopedia tidak rekomen jangan pakai aplikasi ini,1,Positif
2023-07-17 02:12:43,Wan Dermawan,"Baru kali ini saya gak nyaman belanja,terkendala dipengiriman,pilih kurir anteraja biasanya 4hari sampai,ini dah 10hari belum samapai,sudah 7hari status gak update..tolong kasih ketegasan pada kurirnya,potongan gratis ongkir sebenarnya sama saja,cuma gimic aja..semoga lekas diperbaiki dan jadi lebih baik lagi..terima kasih",2,Netral
2023-07-17 01:16:22,Selalu Setia,"Terima Kasih Shopee, berkat Kamu Dapat Ongkir Gratis. Bisa digabung dengan Promo lain. Beda dengan Aplikasi sebelah, harus Pilih salah satunya.",1,Negatif
2023-07-17 00:59:02,Ai Jubaedah,"belanja ataupun bayar yg lain nya d tokped amat sangat nyaman cepat dan tidak perlu repot"" harus antri ,the besr foreverr tokopedi 😘😘😘",5,Positif
2023-07-17 00:24:57,enryo oktavian,"Saat bayar pakai virtual account dan transaksi dibatalkan penjual, dana masuk sebagai deposit, tapi ketika deposit dipakai untuk transaksi dan pembayaran kurang, maka kita harus menambah kekurangan biaya lebih besar dari pada yang seharusnya",1,Negatif
2023-07-16 23:49:10,Tisna Sulegar,"Jelek banget pake kurir rekomendasi Tokopedia. Pertama di oper oper antara kurir yang berbeda. Kedua biasanya jakarta- Bandung hanya maksimal dua hari, ini 6 hari belum sampai bahkan di perpanjang sampai 10 hari. Ketiga saya udah bayar mahal ongkir 45ribu, tapi ya begitu lah. JELEK BANGET . BAGUSAN SI ORANGE SEKARANG",1,Positif
