at,userName,content,score,Label
2023-07-11 02:20:54,Sutiyono eko,"sangat bagus,terintegrasi kemanapun dan banyak pilihan layanan yang tersedia. jangan ragu install aplikasi tokped nya dan gunakan sesuai kebutuhanmu.",5,Positif
2023-07-11 01:49:43,Maya Nur Hikmah,"Solusi kalo lagi butuh cepet, tapi sistem toped nownya balikin lagi spt semula dong, karna sekarang utk dapat free ongkir instant minimum pembeliannya terlalu besar buat saya yang kebutuhannya gak terlalu banyak hehe :)",5,Positif
2023-07-10 22:57:42,Ikhwanul Halim,"Update:110723,ongkir Tokped dah mahalx ya? +- 2x lipat, Gratis ongkir pun ditipu, gak sesuai harganya, waktu checkout, gila gilaan harganya, asuransi, proteksi, biaya layanan,biaya aplikasi, padahal saya langganan, rutin belanja, tapi kalau begini, saya pikir2 belanja disini, kecewa, ada apa dengan Tokped!!!??? Apa memang rencana mau dibangkrutkan? jd dimahalin aja semua gitu? Maunya disetiain, tapi malah jual mahal sama konsumen, gimana ini? parah sih ini",1,Negatif
2023-07-10 20:51:10,Kris Jazz,"Tadinya ngasih b5, sekarang saya ubah b1 karena kebijakan2 topedia sekarang sangat tidak ramah kepada penjual terutama penjual kecil dan dropshipper. Trafik sepi larinya ke official store dan toko2 yg berstatus dilayani tokopedia saja, mereka berdua dianak emaskan. Belum lagi fitur skor produk bikin mules, keterangannya judul produk tidak memenuhi syarat tp gak bisa dirubah. Kalo gini terus auto tutup toko dan fokus ke shopee dan lazada aja.",1,Negatif
2023-07-10 16:53:24,Kirana Sesilia,"terima kasih Tokopedia telah menjadi platfrom prakerja sukses selalu transaksi di Tokopedia sangat cepat dan di permudah,,,,sukses selalu tokopedia",5,Positif
2023-07-10 13:15:40,Varrel Aumilean Ramansya,"Katanya dapat ongkir kalau minimal belanja dengan harga sekian, pas barang ud sesuai syarat tapi pas check out voucher ongkirnya malah ilang g bisa d pake",1,Negatif
2023-07-10 12:47:58,Sakit Jiwa,"Mending toped tutup aja deh apa2 sdh gak bagus dari penjual sampai penanganan masalah,sering gak di proses pesanan,pesanan sering bermasalah,ongkir makin mahal ada tambahan ini dan itu pokoknya gak bgt deh belanja di toped skrng tadinya suka belanja di sini lama2 makin ke sini makin jelek,tolong di perbaikilah jgn seperti ini",1,Negatif
2023-07-10 08:20:27,Dion Diona,"Tokopedia tolong diperketat lagi untuk toko2 yang jam prosesnya tidak sesuai,tulisannya proses 3 jam besoknya masih proses lagi (GIMANA SIH)blum nanti lagi dibagian pengirimannya,gak kaya tahun2 lalu,sekarang malah tambah lama.",5,Positif
2023-07-10 07:33:19,Hanifah Mukaromah,Sekarang mah lama pengiriman di tokped saya pesan dari tgl 7 Juli baru samape tgl 10 padahal di estimasi tiba tgl 9 Juli sekarang gratis ongkir nya pake anteraja ampun lelet banget barang tidak bergerak2 padahal Bandung ke Bandung memakan waktu 3 hari 🤦 sudah gitu mahal lagi memang pas co ngak ribet kaya toko Oren tapi kualitasnya kurir nya harus di seleksi lagi,1,Negatif
2023-07-10 07:23:50,gundez shiis,"Tahun 2020 aku kasih star 5, sekarang 2023 aku kasih star 1 sudah cukup. Karena merasa ngak recomended, banyak biaya dibebankan pembeli, voucer diskon ngak bisa digabung, kadang pengiriman lama mendek di transit (pengiriman dalam satu kota saja sampai 4 hari), jeleknya Tokped kerja sama dengan Gojek dimana sistemnya sama pakai biaya layanan, biaya jasa, apalah. Taeklaahhh....",1,Negatif
2023-07-10 03:38:13,Agus Sulaiman,"Beberapa hari ini proses pickup dan pengiriman amat sangat tdk profesional. 3 hari lebih status paketan saya masih diproses terus statusnya belum juga di pickup, setelah di pickup paketnya dibawa muter muter atau nginep berlama lama ditempat transit 😡 . Kalo tau kayak gini kinerjanya mending saya beli di toko aplikasi yg lain bukan di toko Tokopedia 😞",1,Negatif
2023-07-10 01:07:09,Abad Krisna,"Kalau Ngasih Promo Yang Niat Ya!!! Sudah terlanjut transfer ternyata promonya tidak bisa dibeli kan jadi rugi, kemudian pas chekout harus konfirmasi dulu itu kan membutuhkan waktu yang lama tolong diperbaiki sistemnya biar pengguna yang lain dapat kenyamanan saat berbelanja onlinenya",1,Negatif
2023-07-09 23:39:33,Nisrin Humaida Annur,Promo pengguna baru sekarang tidak bisa pakai pembayaran COD. Biaya penanganan sangat mahal. Pelit promo.,1,Negatif
2023-07-09 22:28:10,Handi Yahya,"Tahun lalu pakai toped sangat menyenangkan bahkan seminggu bisa 3-4x paket datang ke rumah tpi setelah update terus menerus yg tadinya gratis ongkir luar kota minimun 50rb sekarang jadi 100rb,yg dulu tdk ada biaya ini & itu skarang ada,yg dulu kode voucher atau cashback bsa di gabung sekarang tidak bisa waaaahhhhh pokoknya kacau sekali tokped sekarang, dan itu membuat saya beralih belanja ke toko sbelah yg mnurut sya lbh murah skarang Pdahal sebelumnya kbutuhan toko sya banyak ambil di tokped👎",1,Negatif
2023-07-09 15:42:50,Aria Setiawan,"Tolong Dong Dikasih Layanan Video Seperti Tiktok Atau Shopee yang sudah lengkap Untuk layanan Videonya dan untuk afiliate biar ada keranjangnya,kalau tiktok divideo ada keranjang kuningnya,kalau Shopee ada keranjang orennya,nah kalo tokopedia masih tertinggal nih belum ada layanannya",3,Positif
2023-07-09 15:06:38,Ratno Renaldi,"saya kasih bintang (1 🌟) sudah lebih dari cukup Tokopedia semakin kesini semakin parah,. Bentar-bentar update,. udah gitu lelet lemot Lg.. tetap saja masih banyak bugg, kenapa gak tutup permanen aja Tokopedia,. saran saya gak usah belanja disini percuma. Enakan belanja di toko sebelah banyak promo & discon dll,.",1,Negatif
2023-07-09 14:35:38,Hermawan,"Makin sini makin nggak tertarik belanja di tokopedia. Udah macem2 aja nih tokped, ada biaya layanan Rp. 1000 ada biaya jasa aplikasi Rp. 2000 padahal dulu nggak ada. Udah lah nggak usah belanja lagi di tokopedia terlalu mencekik dgn biaya ini itu. Mending sy hapus aja sekalian aplikasinya",1,Negatif
2023-07-09 13:36:10,Good Bye,"Kamera unboxing selalu terkendala, mudahkan para pelanggan yg di kecewakan seller, dan tindak tegas seller yg nakal yg mengirim barang tidak sesuai pesanan, agar buyer tidak kapok belanja",5,Positif
2023-07-09 09:34:08,Cover indah,"Gak ada tanggung jawab nya seller atau aplikasi nya sendiri berkali-kali masalah mulu pesanan dll, bayar kirim buat same day 3 jam ,tapi dikirim nya besok, mengecewakan",1,Negatif
2023-07-09 09:32:46,Amirsus,"Saya kecewa berat, kenapa saat memilih promo voucher, akun saya diinfokan melanggar syarat dan ketentuan. Padahal sebelumnya tidak ada masalah sama sekali, sudah puluhan kali belanja gak ada masalah. Semenjak dibilang melanggar, hingga saat ini saya tidak pernah lagi belanja di tokopedia. Tolong tunjukkan pelanggarannya dimana? Jadi pembeli tahu letak kesalahannya, pesan melalui email atau via lainnya",3,Positif
2023-07-09 09:12:02,Rio Herman,Cashback tidak masuk. Kenapa transaksi tidak di batalkan dan kenapa sewaktu memakai kupon sengaja di biarkan bisa dam muncul. Apa hanya sekedar mengambil biaya admin saja kah?,1,Negatif
2023-07-09 05:34:51,urip sri widodo,"Transaksi di terus kan oleh Tokopedia sampe barang sampe tujuan.... Tetapi CASH BACK DI BATALKAN OLEH SISTEM..... ini namanya CURANG, klo memang melanggar sistem harusnya dari awal di batalkan oleh sistem. Jangan di teruskan transaksinya..... ini namanya ambil keuntungan SEPIHAK...",1,Negatif
2023-07-09 02:39:43,Moh Tajuddin Azzam zami,"Apk.nya udah bagus banget, cuma yg paling disayang kan, untuk ekspedisi pengiriman gratis ongkirnya lewat SICEPAT, padahal ekspedisi tersebut sudah tidak relevan buat pengiriman barang.. karena sayang sekali untuk SICEPAT tidak ada evaluasi kecepatan/ketepatan waktu pengiriman sampai sekarang!!",2,Netral
2023-07-08 18:07:59,Rangga Armansyah,"Kecewa , paket saya 10 gak sampai². Ketika paket saya sampai ekspedisi nya yang awal nya si cepat menjadi JNE. Dus nya peyot membuat barang nya baret dikit tapi gak masalah, tapi sangat di sayangkan dengan status di apk nya",1,Negatif
2023-07-08 11:28:42,Jamadi 18,"Ini gimana ngatasinya dah pas mau buka ulasan katanya harus download fitur, yaudah di tunggu kan eh katanya ada gangguan di rumah tokped klik coba lagi atau tunggu gitu, yaudah aku unistaladan beberapa minggu ku instal lagi, eh sama aja, tolong perbaiki dong mau belanja kan harus liat ulasan orang lain dulu, itu fitur penting, tolong perbaiki ya Terima kasih nanti aku naikin bintangnya",3,Positif
2023-07-08 11:20:46,Fatika Mustakim,"Aplikasi belakangan ini entah kenapa ya jadi banyak bugs, biaya layanan dinaikkan tapi kualitas aplikasi masih kalah dengan shopee. Sudahlah maps tidak pernah tepat, ditambah sekarang panggilan telepon driver pengantar paket ke penerima tidak bisa terhubung. Sudah 4x saya mengalami gangguan seperti ini, mau ditambah berapa banyak lagi biaya layanan supaya aplikasi bener? Biaya aplikasi, biaya layanan, asuransi, jaminan ready stok yg ga jelas gunanya. Payah ...",1,Negatif
2023-07-08 06:32:44,Ipah Rohaeti,"Tolong sampaikan kepada penjual sepatu yang saya beli kalo dikomplain harus segera dilayani, bukannya tadinya aktif malah jadi tidak aktif, mana sudah di bayar, kalo tidak ada tolong segera kembalikan uangnya. Uang itu jumlahnya tidak sedikit dan berarti bagi saya",1,Negatif
2023-07-08 02:51:27,Agung Dwi purnomo,"sebagai cs saat cekout ada biaya layanan biaya admin, sebagai seller kena pajak yang lumayan, diskon sudah tidak ada, kalo pasang kupon cashback ga dapet gratis ongkir, padahal dlu ga kaya gt bisa di kombinasi juga biaya² nya ga banyak kaya sekarang, gratis ongkir minimal belanja 20rb dlu ada sekarang udh gada minimal selalu 50rb, coba di balikin sistem kaya dlu lg lebih enak sebagai cs dan seller",1,Negatif
2023-07-08 01:11:21,Eddies Khazev,"Payahh lahh sekarang tokped,layanan pembayaran yg sy andalkan di off tanpa ada kepastian dan kejelasan masalah'y,biaya freong jd sm ajj bohong karena ada biaya layanan.tolong lahh di perbaiki,Cs juga gak bisa jd solusi",2,Netral
2023-07-07 23:08:02,Rochman artig,"Sangat jauh, lebih enak di shoppee atau lazada, tokped mahal banget, dan respon penjual lama banget, pengiriman juga ongkirnya mahal banget, beda 40% dari shoppee dan lazadaa yg lebih murah",1,Negatif
2023-07-07 14:34:31,afifa Nahda,"Parahhh, sekarang ongkir nya gak sesuai... minimal belanja 50rb dapat gratis ongkir... tapi nyatanya tidak seperti itu.... payah emang,, banyak potongan... biya aplikasi dan penanganan belum biaya ansuransi paket.. payah",1,Negatif
2023-07-07 07:57:30,D . Falend,"Gk ngerti lagi sama ni ijo, lemot bner app nya pdahal hp high spek jaringan juga knceng, tapi pas buka tokped malah lemit, delay gjlas buang"" waktu nunggu loading pembayaran bisa sampe 1jam stengah, gajelas, mending pindah app",1,Negatif
2023-07-07 06:09:28,Salatiga_Sandi Septiawan,"Ini kok pengiriman sangat lama, transit sampai ber hari-hari Biaya nambah buat penanganan, tapi kualitas service nya semakin jelek Agak nyesel beli barang di tokped",1,Negatif
2023-07-07 04:56:29,Afriadi Singo,"Jangan belanja lagi di Tokopedia krn klu ada kesalahan sipenjual salah kirim, kita sipembeli harus menanggung ongkir bolak balik. Pihak tokopedia tdk akan membela sipembeli apa pun alasannya. Ongkir bayar mahal tetap juga barang nya lama sampai. Masih banyak appl lain yg lebih bertanggung jawab & care sama pembeli.",1,Negatif
2023-07-07 03:05:14,Andika Arif Purnomo,"Disaat MP lain berlomba2 banyakin voucher untuk tarik konsumen tapi tokped malah sebaliknya, voucher ga bisa digabung, gabisa ngumpulin cashback an lagi, gratis ongkir sudah minimal nya harus 50rb / 100rb juga ga di cover penuh, ditambah biaya layanan, biaya jasa, wis pokoe njancuk'i.. Pindah oren aja lah",1,Negatif
2023-07-06 23:13:17,Mega Shinta,"Lumayan. Pengiriman terkendali dan tidak ada penjual yang menipu. Tapi diskonan ada yang bohong, tulisan masih ada malah gak bisa dibeli alasan gara2 stok tidak tersedia. Aneh banget. Mungkin gara2 diskon besar alias murah banget daripada harga asli. Jarang ada gratis ongkir. Yah, di aplikasi lain emang rata2 begituan kalau ama pengguna lama. Baik cuma di pengguna baru.",2,Netral
2023-07-06 23:06:03,Ibnu Samba,Promo bebas ongkir minimal 20rb tiap tgl 25-akhir bulan dan tiap tgl kembar kok udah gak ada? padahal di iklan nya tetep disebutin terus. Sekarang juga ketambahan lagi ada Biaya aplikasi nya tiap beli barang.,3,Positif
2023-07-06 22:23:55,Blue Sky47,Kurir rekomendasi nya sangat lelet. Sy nyesel pake kurir rekomendasi Tokopedia. Paket sy seminggu belum nyampe nyampe pdhal bukan hari raya ato hari libur. Salah kalo Tokopedia bermitra dg ekspedisi yg lemot. Coba pilih pilihlah kedepannya.,3,Positif
2023-07-06 18:49:00,Carlos Naibaho,"Tokopedia sesuka hati nya menuduh orang melakukan pelanggaran, tp tidak ada pembuktian nya saat di tanya kan. Akibat saya sama sekali memakai semua kode promo. Kata nya saya melaku kan pelanggaran M9, tp apa kesalahan nya tidak bisa di jelaskan. Perusahaan apa itu yg se enak nya aja munuduh orang melakukan pelanggaran",1,Negatif
2023-07-06 13:49:50,Strach Inc,"1. Bayar lewat Indomaret, dibatalkan Tokopedia tapi biaya Indomaret nya ngga ikut dibalikin. Parah ... 2. Belanja, barangnya kurang, dikomplain sudah dikasih bukti, video unboxing, foto, ato apalah, selang 3 hari kurir datang. Mau nimbang barangnya lagi, gila, penjualnya nggak respon, pembelinya yang dituduh ... 🙉 3. Kapok belanja disini ... Ingatkan saya untuk tidak belanja lagi disini! Malu ma tetangga, dikira ada apaan disamperin kurir malem malem ... 4. Masih saya tunggu min jawaban mu! 🤬",1,Negatif
2023-07-06 13:22:10,Rido Afriadi,Baru daftar dan alhamdulillah sya langsung hpus.. 1. Pemakaian apk ribet..mau bukak liading dulu 2. Sangat lelet 3.seperti koran aja..iklan semua 4. Bnyak bola2 loading mau bukak apa saja,1,Negatif
2023-07-06 11:14:56,Ruslan Iskandar Dinata,"Sangat kecewa terutama untuk pengirimannya, seharusnya disetiap kurir yg antar paket ada nomor tlp sikurir dan foto profilnya, supaya pelanggan tahu dan juga tidak ada ranting dan ulasannya utk jasa pengirimnya...",1,Negatif
2023-07-06 10:53:49,Mr Andre,"Miiin,... Kalau ada toko yg mau gabung di Tokopedia di seleksi dulu sekarang banyak toko yg gak jelas, suda order dan bayar tapi tak kunjung di kirim barang pesanan, akir-akirnya keterangan produk kosong, tapi yg membuat pembeli kesal dari pihak pembeli tak kunjung di batalkan pesananya, padahal produk kosong, jadi pembeli tidak bisa order yg lain ge'gara cuman nungguin censel order dari penjual yg tak responsif. Maka dari pihak tokopedia harus bisa langsung mengenael harusnya karena produk 0",2,Netral
2023-07-06 07:04:44,Arifin Purwanto,"Pencarian tolong di benerin. Misal saya ketik probaby (sabun cuci botol bayi). Yang keluar malah casing j3 pro, j5 pro, realme 3 pro dll. Udah jelas2 diketik probaby tanpa spasi. Ini malah yg di cari malah ""pro"" nya doang. Alhasil jadi munculin barang yang tidak perlu, ngabisin waktu buat scroll.",1,Negatif
2023-07-06 04:35:06,wahyuniar yunia,"Tokopedia sebenarx bagus sih,cm kadang ongkirx kemahalan padahal satu kota,mana lgi biasanya ada biaya admiin dn aplikas tambah mahal deh ongkrx si orange toko sebelah malah lebih bagus gratis ongkir kalo dlm 1 kota..",2,Netral
2023-07-05 20:29:17,Bang Jago Aquarium,"Tokopedia Kntl, makin hari makin hancur aplikasimu, apa pulak lg sekarang pembelian ke luar pulau Gratis Ongkirnya sicepat HALU melalui jalur darat. Kami butuh pengiriman cepat dan murah. Kalo gini caranya rugi belanja di sini. Kalo udah mau tumpur bilang, mending tutup aplikasi sekalian ajg...!! Kupastikan makin ga laku aplikasi klen ini.",1,Negatif
2023-07-05 16:02:28,Naru kami,"tolong edit ulasan bisa dirubah, setelah 1 bulan gk bisa ngedit, karena barang tersebut ada sedikit kerusakan dan sitoko tidak mau garansi. mau dirubah ulasan tapi gk bisa, mank sedih 😭",1,Negatif
2023-07-05 15:49:18,SOON OF ZEUS,"Aplikasi yang sangat buruk,tidak bisa menggunakan/top up yang digital yang lainnya,artinya hanya memonopoli produk sendiri,payah!!!!",1,Negatif
2023-07-05 14:34:22,Teu Ayy,Skg sering mumcul iklan tokpedi jadi mengganggu... mengganggu banget ini iklan tokped muncul g pd tempatnya. Lagi serius buka kerjaan muncul iklan.. ngeselin!!! Sebelumnya ga keq gini!!!! Tokped hilang kini muncul dan jadi paling sering shopee...hrsnya diapain ya biar g muncul lg.. SANGAT MENGGANGGU SUMPAH!!!!,1,Negatif
2023-07-05 09:57:41,Teguhsutrisno Teguh,Sekarang males belanja d toped banyak pajak nya jasa layanan si biasa umum tapi sekarang makek aplikasinya harus bayar 2000 1 x transaksi ..ya kalau bisa g usah bayar karena si aplikasi inikan penyedia jasa membantu penjual atau pun pembeli jutaan orang..udah dapat hasil dari ongkir dll.. buat orang beruang si g PP 2000 tapi bagi kami v2000xbanyak jadi memberatkan .... katanya gratis ongkir tapi kena pajak juga..,3,Positif
2023-07-05 07:18:28,rama lindra,"Sekarang banyak biaya Jasa aplikasinya ada, biaya transaksi ada. Besok biaya apa lagi? Dulu 5 bintang skrg turun ajalah. Sudah saya chat, intinya Kayak gak ikhlas gratis ongkirnya suruh bayar sebagian dg gimik biaya apk dll",1,Negatif
2023-07-05 05:07:16,moch yusf,"Untuk skrng mulai ada perubahan lagi setelah di keritik menggunakan vitur ulasan, tapi perubahan ini tidak begitu signifikan. Yang kita sayangkan mengapa sekarang toped ada biaya jasa aplikasi dan di perburuk dengan tidak bisa menggabungkan promo cashback/diskon dengan layanan gratis ongkir. Padahal kita sudah mendaftarkan layanan plus gratis ongkir dan itu pun bayar 179rb, ya akhirnya percuma dan Muhajir.",2,Netral
2023-07-05 02:32:39,muhammad imran735,"Tolong dong di update fitur pembatalan/membatalkan pemesanannya, masak harus nunggu persetujuan dari penjual dan seharusnya keputusan dari pembatalan/nggak jadi beli barang itu ada di pembeli bukan penjual. Nggak kayak aplikasi sebelah. Terus saya sudah kasih alasan buat membatalkan ke penjual malah lanjut di proses pengiriman, padahal ada barang yang lebih urgen untuk saya beli dari pada barang yang sebelumnya sudah terlanjur di proses.",1,Negatif
2023-07-04 17:59:38,Muhammad Ferdi Kurniawan,Ini sudah 3 bulan saya tidak bisa memakai gopay later cicil. Padahal saya punya limit 6 jt. Katanya silahlan coba bulan besok. Terus dan terus hingga sampe bulan ke 3 ini tetap tidak bisa,1,Negatif
2023-07-04 13:51:09,Ahmad Bagus Sugiono,"Meski udah di update tetap sama aja, ada notif download data dulu. Rumah tokped bermasalah mulu... Udah beberapa bulan ini. Ketika mau share foto barang yang di review.",1,Negatif
2023-07-04 10:17:23,Shel N,"Jualan di tokopedia kenapa makin belibet, produk yang awalnya ga ada kendala apa-apa malah ke moderasi toko. Padahal jualan di tokopedia juga ga 1-2 tahunan, udah lama juga. Giliran komplain ke cs malah bot yang jawab, terus mau nya gimana ini? Jadi ga salah kalo pada pindah ke marketplace lain yang lebih baik. Ya kali disuruh buat akun toko ulang, daftar bank ulang karena akun bank lama sudah terdaftar di toko lama, belum lagi kepercayaan pelanggan yang jelas beda karena itu toko baru 😡😡😡😡",1,Negatif
2023-07-04 08:47:06,joanita destitani,"Tokopedia sekarang saya rasakan banyak tambahan rincian biaya, mulai dari biaya aplikasi 2000 untuk setiap transaksi toko ditambah biaya layanan 1000 rupiah setiap transaksi dan biaya lain dlm rincian akhir. Namun dari segi layanan masih sama saja seperti biasanya.",3,Positif
2023-07-04 04:33:55,sudiharto jahja,Toped skrg terlalu banyak biaya...biaya layanan...biaya aplikasi. Yang bikin dongkol ...pesanan tidak diproses seller saldo yg balik dipotong biaya layanan. Hrs cari alternatif ecomerse yg lain kayanya nih...,1,Negatif
2023-07-04 03:45:02,Andre Bezaliel,"Gopay Coin tidak bisa digunakan untuk pulsa ketika sangat butuh, malah diarahkan untuk transaksi yang ga penting untuk menghabiskannya. Tidak direkomendasikan",1,Negatif
2023-07-04 02:45:47,Lolohan Burung BALI,"Makin kesini makin lambat paket antar pulaunya & kurir pengantar paket pun juga lama di kirim, padahal sudah sampai kota tujuan 👎 Tolong di perbaiki, agar saya juga bisa memperbaiki ulasan ini",1,Negatif
2023-07-04 01:25:34,Agung Septahari,"Kebijakan Tokopedia terlalu lunak. Seller dan Kurir yang mengulur-ulur waktu tidak diberi sanksi, sehingga mereka ulang lagi dan lagi. Pengalaman belanja online di Tokopedia sungguh melelahkan, memuakkan dan buang banyak waktu.",1,Negatif
2023-07-03 15:48:03,Panteza E.J,"Untuk Tokopedia kurirnya diseleksi lagi dong, walaupun Tokopedia aplikasinya bagus dan paling murah, tapi pelayanannya kaya gini mending di toko oren walaupun agak mahal, tapi kurirnya jelas gak bikin emosi.",2,Netral
2023-07-03 11:38:01,Dhios andintya firdaus,"Kenapa saya udah cekout pembayaran pakai gopay sebagian dan sebagiannya lewat gerai, baru mau otw bayar barang malah keburu kejual orang, ko bisa? Kan udah saya cekout jadi keselllll, gak kaya toko lain kalau udah di cekout ga bisa di cekout orang!!",1,Negatif
2023-07-03 09:17:18,Anindya Puspo,"mending toko oren sebelah, disini banyak penjual yg ga trusted, pengiriman gajelas, pelayanan customer care juga ga menyelesaikan masalah! gak lagi lagi belanja disini!!",1,Negatif
2023-07-03 01:24:08,Qrun 69,Setelah diupdate terakhir malah tambah lelet dan error. Tolong diperbaiki lg. Tidak bisa kasi ulasan barang yg sdh sampai dan tidak bisa buka detail pesanan,1,Negatif
2023-07-02 21:21:39,JL Farm,Wajib asuransi. Biaya jasa aplikasi. Biaya layanan. Top up ewalet dana sudah di pas pasin taunya ada potongan LG tanpa pemberitahuan. Tau tau saldo masuk berkurang. Sangat membagongkan..,1,Negatif
2023-07-02 15:45:40,Nindy Official,tokopedia..di akun saya pesanan uda di batalkan sistem...barang uda di kembalikan...tapi di gopay saya masih ada tagihan gimna ini...tokopedia care juga g bisa beri solusi...sistemnya ribet,1,Negatif
2023-07-02 12:43:43,Ganti Nama,"Respon CS lama selalu ada masalah ketika pembayaran, Beli satu Byar jadi double(pake kredivo) , ajuin masalh ke CS malah lempar maslah ke kredivo, yg slah padahl dri aplikasi tokped, Di kredivo gada masalh saya sudah cek, blom lagi pengiriman nya bisa pake ongkir gratis tpi tidak bisa pake promo lain nya maupun cashback",1,Negatif
2023-07-02 11:39:26,Henry Pangemanan,"Kualitas penanganan masalah sangat buruk. Tokopedia carenya tidak serius menanggapi komplain. System aplikasinya tidak fair, membiarkan resiko buat konsumen tetap terjadi dan saat terjadi tidak ada solusi.. Proteksi ke pembeli tidak ada, contoh beli dan bayar ongkir pakai JNE (bukan gratis ongkir), tapi tokopedia membiarkan penjual dengan sesuka hati kirim pakai ekspedisi lain yg ongkirnya lebih murah (JNE reguler ke sicepat gokil). Lebih baik jangan pakai buat transaksi barang penting disini...",1,Negatif
2023-07-02 09:18:53,DAVID DAFO,Ada gak sih Tanpa bintang gitu. Hari ini saya baru saja kena penipuan transaksi toko pedia dengan nominal yg tidak sedikit. Ketika saya ingin untuk di batalkan transaksi tersebut. Namun tidak bisa karna transaksi menurut pihak toko pedia transaksi digital. Apa iyah pemblian PLN tidk dapat di batalkan. Dan apa iya pembelian PLN dengan jumlah banyak tidak di curigai. Sebagai indikasi penipuan. Dan memang tidak. Karna transaksi tersebut di loloskan begitu saja. Tanpa ada konfirmasi,1,Negatif
2023-07-02 08:02:23,Vivi Juli,Belanja di Tokopedia ternyata asik bgtt.. apalagi terhubung lsng bisa byr pake Gopay.... dan apa yg dibutuhkan sdh tersedia disini. dan bnyk promo menarik bgtt...Tokopedia memang TOP deh... Sukses selalu Tx,5,Positif
2023-07-02 06:40:43,Ginna khaerunnisa,"mohon maaf sy kasih bintang 1 dlu karena apk nya jelek, sy mau Checkout barang terus ada voucher cashback potongan harga, udh sy bayar ke Alfa tapi tiba"" ada notif pesanan di batalkan tapi sy gak Nerima uang kembali (?) Ko bisa gitu? Trs sy mau coba masuk lagi ke apk karena mau lapor tpi apk gak bisa di buka, sdh sy coba keluar lalu saya hps riwayat apk nya masuk lagi tapi ttp gak bisa di buka, tolong di perbaiki lgi APK NYA !!",1,Negatif
2023-07-02 05:26:31,Muhammad Egi Imadudin,"pengajuan pembatalan pembelian butuh persetujuan penjual, sementara penjual tak kunjung mengkonfirmasi pesanan sampai hampir hampir batas waktu yang telah ditetapkan, padahal saya sangat membutuhkan barang itu dengan segera. Tolong diperbaiki kembali pelayanannya terhadap pembeli.",1,Negatif
2023-07-02 04:36:54,Lestari Itta,"Kenapa sekarang tokopedia loading lama bgt,buat buka detail pesanan aja ga bisa..udh logout trus login lg jg sama aja.",3,Positif
2023-07-02 03:56:40,Titonutz - ティトヌッツ,"Aplikasi sampah, pesanan dibatalkan otomatis. Menyulitkan pembelian karena uang yang masuk ke saldo tidak dapat digunakan untuk pembelian ulang karena kupon hilang semua",1,Negatif
2023-07-02 02:37:29,Dina Fadiyah,"Wah wah wahhh makin² aje ni toko ye dari toko sebelah udh mana pake biaya aplikasi 2 rebu biaya layanan 1000 yg seharusnya kalo diskon bayar nya itu murah ini harus di tambah biaya babibu 3rebu pulak. Dulu kalo nak paki voucher bisa langsung 2 vocher diskon+cashback (ini yg bikin org seneng ama tokped) dan udah pasti free ong, lahh sekarang cuma bisa pilih sebiji doang free ong atau diskon atau cashback. Udh mana sekarang kalo pilihnya diskon kagak free ong+biaya babibu. GOODBYE TOKPED👋🏼🤘🏽",1,Negatif
2023-07-02 01:29:37,Sri Wasilah,"gak jadi kasih bintang banyak, punya limit besar untuk paylater cicil.. tapi terus ditelphonin dari jauh-jauh hari sebelum jatuh tempo, dan itu setiap hari. sangat mengganggu tolong",1,Negatif
2023-07-01 19:52:22,Huda Pria Kusuma,Saya mengunakan smartphone untuk membuka aplikasi ini dan lama-lama kepala pusing. layoutnya begitu berantakan tambah alurnya yang sulit saya hampir salah toko.. Untuk penantan kolom produknya yang tampilkan tidak rapi buat saya dan rekan saya bosen dan jenuh untuk melanjutkan pencairan,1,Negatif
2023-07-01 14:01:32,Nizar Muhammad,"Sekarang tokopedia biaya layanannya lebih tinggi dari sebelah, dan cashback yang sudah tertulis di invoice tiba-tiba hilang sendiri saat barang sudah datang ke tangan",1,Negatif
2023-07-01 08:25:19,Khoirul Bahri,"Selalu pakai tokped setiap belanja online udh lebih dari 5 tahun dan sering pake pengiriman instant. Tapi sekarang setiap pengiriman instant dengan gojek ada aja tingkah driver nya. Harga pengiriman sudah di buat oleh aplikasi tapi bilangnya kurang, palah pernah minta nambah dan sering di cancle sehingga barang jadi lama bgt sampenya. Tapi giliran pake pengiriman dari grab lancar² aja malah cepet di pickup dan dikirim.. ini pengiriman gosend di hapus aja sekalian lah !",2,Netral
2023-07-01 04:09:52,farsela trans,"mantappp...cuma skrg pengiriman nya lama ga spti dulu, skrg dri estimasi tgl dtng paling lambat suka molor sampe 2 - 3 hari,klo bisa bikin expedisi sndiri kya apk sblah 2 hari nyampe Trs knpa sih skrg klo mau ngasih ulasan mesti nunggu download dulu fitur...kelamaan",5,Positif
2023-07-01 00:57:04,Arif kuro,"Pake plus cuma dapat gratis sameday paling berasanya, ga ada hal istimewa, gratis ongkir udah ga bs gabung cashback, dipikir pake plus bisa, kalah sama 2 app sebelah, msh bs double cashbacknya jg banyak...",1,Negatif
